Position,Track Name,Artist,Streams,date,region,id
3,"thank u, next",Ariana Grande,27807232,2019-01-11--2019-01-18,global,2rPE9A1vEgShuZxxzR2tZH
4,Without Me,Halsey,27138512,2019-01-11--2019-01-18,global,5p7ujcrUXASCNwRaWNHR1C
5,Calma - Remix,Pedro Capó,22816097,2019-01-11--2019-01-18,global,5iwz1NiezX7WWjnCgY5TH4
6,Sweet but Psycho,Ava Max,22400542,2019-01-11--2019-01-18,global,25sgk305KZfyuqVBQIahim
7,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,22138077,2019-01-11--2019-01-18,global,4w8niZpiMy6qz1mntFA5uM
8,Dancing With A Stranger (with Normani),Sam Smith,20180815,2019-01-11--2019-01-18,global,6Qs4SXO9dwPj5GKvVOv8Ki
9,High Hopes,Panic! At The Disco,19643546,2019-01-11--2019-01-18,global,1rqqCSm0Qe4I9rUvWncaom
10,MIA (feat. Drake),Bad Bunny,19630428,2019-01-11--2019-01-18,global,116H0KvKr2Zl4RPuVBruDO
11,Happier,Marshmello,18694994,2019-01-11--2019-01-18,global,2dpaYNEQHiRxtZbfNsse99
12,Lost in the Fire,Gesaffelstein,18491016,2019-01-11--2019-01-18,global,7wFybC8jBH3zE139OpCtpG
13,SICKO MODE,Travis Scott,18280537,2019-01-11--2019-01-18,global,2xLMifQCjDGFmkHkpNLD9h
14,Going Bad (feat. Drake),Meek Mill,17539582,2019-01-11--2019-01-18,global,2IRZnDFmlqMuOrYOLnZZyc
15,Adan y Eva,Paulo Londra,17324753,2019-01-11--2019-01-18,global,6FyRXC8tJUh863JCkyWqtk
16,Shallow,Lady Gaga,16785576,2019-01-11--2019-01-18,global,2VxeLyX666F8uXCJ0dZF8B
17,ZEZE,Kodak Black,16274040,2019-01-11--2019-01-18,global,0FZ4Dmg8jJJAPJnvBIzD9z
18,Eastside (with Halsey & Khalid),benny blanco,14638093,2019-01-11--2019-01-18,global,7FGq80cy8juXBCD2nrqdWU
19,Drip Too Hard (Lil Baby & Gunna),Lil Baby,14483041,2019-01-11--2019-01-18,global,78QR3Wp35dqAhFEc2qAGjE
20,Saturday Nights,Khalid,14180874,2019-01-11--2019-01-18,global,5kfNriitmkNE8mUbZ7gbq8
21,Mo Bamba,Sheck Wes,13848377,2019-01-11--2019-01-18,global,1xzBco0xcoJEDXktl7Jxrr
22,when the party's over,Billie Eilish,13364134,2019-01-11--2019-01-18,global,14JzyD6FlBD5z0wV5P07YI
23,Better Now,Post Malone,12967163,2019-01-11--2019-01-18,global,7dt6x5M1jzdTEt8oCbisTK
24,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,12821076,2019-01-11--2019-01-18,global,2LskIZrCeLxRvCiGP8gxlh
25,Look Back at It,A Boogie Wit da Hoodie,12778179,2019-01-11--2019-01-18,global,3Ol2xnObFdKV9pmRD2t9x8
26,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,12757025,2019-01-11--2019-01-18,global,5JEx7HbmvHQQswJCsoo9rA
27,Girls Like You (feat. Cardi B),Maroon 5,12357979,2019-01-11--2019-01-18,global,7fa9MBXhVfQ8P8Df9OEbD8
28,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,12349134,2019-01-11--2019-01-18,global,27rdGxbavYJeBphck5MZAF
29,Be Alright,Dean Lewis,12135479,2019-01-11--2019-01-18,global,3EPXxR3ImUwfayaurPi3cm
30,SAD!,XXXTENTACION,12020719,2019-01-11--2019-01-18,global,3ee8Jmje8o58CHK66QrVC2
31,Better,Khalid,11813463,2019-01-11--2019-01-18,global,6zeeWid2sgw4lap2jV61PZ
32,Giant (with Rag'n'Bone Man),Calvin Harris,11489269,2019-01-11--2019-01-18,global,5itOtNx0WxtJmi1TQ3RuRd
33,Bohemian Rhapsody - Remastered 2011,Queen,11389151,2019-01-11--2019-01-18,global,7tFiyTwD0nx5a1eklYtX2J
34,In My Mind,Dynoro,11134092,2019-01-11--2019-01-18,global,0E9ZjEAyAwOXZ7wJC0PD33
35,Ella Quiere Beber - Remix,Anuel AA,11131112,2019-01-11--2019-01-18,global,2cYnZNzFRFK0H7vSNxPsUq
36,Leave Me Alone,Flipp Dinero,11045665,2019-01-11--2019-01-18,global,14mHfNsSHN0FbLftyjrV9g
37,Lucid Dreams,Juice WRLD,10974110,2019-01-11--2019-01-18,global,285pBltuF7vW8TeWk8hdRR
38,Adictiva,Daddy Yankee,10464029,2019-01-11--2019-01-18,global,6MJUCumnQsQEKbCy28tbCP
39,Moonlight,XXXTENTACION,10313053,2019-01-11--2019-01-18,global,0JP9xo3adEtGSdUEISiszL
40,rockstar (feat. 21 Savage),Post Malone,10262453,2019-01-11--2019-01-18,global,0e7ipj03S05BNilyu5bRzt
41,Promises (with Sam Smith),Calvin Harris,10250381,2019-01-11--2019-01-18,global,5N5k9nd479b1xpDZ4usjrg
42,Wake Up in the Sky,Gucci Mane,10250367,2019-01-11--2019-01-18,global,2G1tXoGBaEMJ7FKGnkf6ud
43,lovely,Billie Eilish,10105168,2019-01-11--2019-01-18,global,1NJcg626wLln4pGHpiV7mf
44,imagine,Ariana Grande,10103504,2019-01-11--2019-01-18,global,0todbbT9g5uQGbeFCiBf2F
45,Desconocidos,Mau y Ricky,10008439,2019-01-11--2019-01-18,global,0s5DNDV6LAKn2u2Ufa3VjQ
46,Youngblood,5 Seconds of Summer,9802761,2019-01-11--2019-01-18,global,2iUXsYOEPhVqEBwsqP70rE
47,Taste (feat. Offset),Tyga,9758103,2019-01-11--2019-01-18,global,5IaHrVsrferBYDm0bDyABy
48,whoa (mind in awe),XXXTENTACION,9300180,2019-01-11--2019-01-18,global,7pdF27mSDuPWhppnHAmWHa
49,I Like It,Cardi B,9170120,2019-01-11--2019-01-18,global,58q2HKrzhC3ozto2nDdN4z
50,Amanece,Anuel AA,9118091,2019-01-11--2019-01-18,global,1LiN0Z98FkR1t0m8KmLcAH
51,Solo de Mi,Bad Bunny,9091313,2019-01-11--2019-01-18,global,4uP3pUP18ennmz0tb3GphR
52,Ruin My Life,Zara Larsson,8967200,2019-01-11--2019-01-18,global,5tAa8Uaqr4VvA3693mbIhU
53,a lot,21 Savage,8914262,2019-01-11--2019-01-18,global,2t8yVaLvJ0RenpXUIAC52d
54,Bad Liar,Imagine Dragons,8807099,2019-01-11--2019-01-18,global,2RSHsoi04658QL5xgQVov3
55,Vaina Loca,Ozuna,8365033,2019-01-11--2019-01-18,global,48zFZh27QU5qsrBjn4C2FA
56,Money,Cardi B,8334798,2019-01-11--2019-01-18,global,2GGMabyHXnJmjY6CXhhB2e
57,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,8247911,2019-01-11--2019-01-18,global,0jAfdqv18goRTUxm3ilRjb
58,Kiss and Make Up,Dua Lipa,8240958,2019-01-11--2019-01-18,global,13hvHEstJ4sNbzdroPrPI3
59,Love Someone,Lukas Graham,8222232,2019-01-11--2019-01-18,global,3id2EVGKc3eFAMn9nFnB0r
60,Imposible,Luis Fonsi,8138425,2019-01-11--2019-01-18,global,3ao3OVxHlb3C08vAaApUlm
61,Natural,Imagine Dragons,8105259,2019-01-11--2019-01-18,global,2FY7b99s15jUprqC0M5NCT
62,God's Plan,Drake,8030900,2019-01-11--2019-01-18,global,6DCZcSspjsKoFjzjrWoCdn
63,monster,21 Savage,8027341,2019-01-11--2019-01-18,global,2FUNBaa5DwItJtYEBgAblU
64,Beautiful (feat. Camila Cabello),Bazzi,7972480,2019-01-11--2019-01-18,global,4VUwkH455At9kENOfzTqmF
65,Body (feat. Brando),Loud Luxury,7953190,2019-01-11--2019-01-18,global,7K7MUBCnzgBAvMVW2RTWNs
66,Butterfly Doors,Lil Pump,7891274,2019-01-11--2019-01-18,global,4NdXQlDTzxbOMkzJGWFtz3
67,Jocelyn Flores,XXXTENTACION,7881734,2019-01-11--2019-01-18,global,7m9OqQk4RVRkw9JJdeAw96
68,idontwannabeyouanymore,Billie Eilish,7765255,2019-01-11--2019-01-18,global,40T5GIqQ1CegGm2PTEl8Bu
69,Nonstop,Drake,7702077,2019-01-11--2019-01-18,global,0TlLq3lA83rQOYtrqBqSct
70,Let You Love Me,Rita Ora,7658132,2019-01-11--2019-01-18,global,5Fla3zyOCcIRqrDoKLU0DP
71,no tears left to cry,Ariana Grande,7656592,2019-01-11--2019-01-18,global,2qT1uLXPVPzGgFOx4jtEuo
72,In My Feelings,Drake,7646051,2019-01-11--2019-01-18,global,2G7V7zsVDxg1yRsu7Ew9RJ
73,Cuando Te Besé,Becky G,7579621,2019-01-11--2019-01-18,global,2XXMDz7SPZ4mSFN1PXfHUy
74,"Fire On Fire - From ""Watership Down""",Sam Smith,7546282,2019-01-11--2019-01-18,global,5rFj8OzffT0iggSjcBaeND
75,Bubalu,Becky G,7538613,2019-01-11--2019-01-18,global,7dNwJbsT0sg1le5kVugGJb
76,Hope,The Chainsmokers,7513857,2019-01-11--2019-01-18,global,4BiiOzZCrXEzHRLYcYFiD5
77,KIKA,6ix9ine,7470756,2019-01-11--2019-01-18,global,6Gy7rXB6Ku5vIWC7WGWsl3
78,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,7443990,2019-01-11--2019-01-18,global,6mQLN3zRtAp6ovjusyYKrV
79,Shape of You,Ed Sheeran,7440049,2019-01-11--2019-01-18,global,7qiZfU4dY1lWllzX7mPBI3
80,Baila Baila Baila,Ozuna,7382321,2019-01-11--2019-01-18,global,7uH27oIt4a6cIFCA8ZPcyG
81,Psycho (feat. Ty Dolla $ign),Post Malone,7348086,2019-01-11--2019-01-18,global,3swc6WTsr7rl9DqQKQA55C
82,2002,Anne-Marie,7331201,2019-01-11--2019-01-18,global,2BgEsaKNfHUdlh97KmvFyo
83,Reggaeton,J Balvin,7281169,2019-01-11--2019-01-18,global,2D3z17LBMJ2HEHeBFFjTLi
84,NI BIEN NI MAL,Bad Bunny,7232434,2019-01-11--2019-01-18,global,278kSqsZIiYp8p3QjYAqa8
85,One Kiss (with Dua Lipa),Calvin Harris,7194264,2019-01-11--2019-01-18,global,7ef4DlsgrMEH11cDZd32M6
86,DODI,Shindy,7149748,2019-01-11--2019-01-18,global,63THFs9ovzO3WQsz4lzh0H
87,Say My Name,David Guetta,7040867,2019-01-11--2019-01-18,global,0YammaEkYSeo9vQYZ1OwS6
88,Believer,Imagine Dragons,7036580,2019-01-11--2019-01-18,global,0pqnGHJpmpxLKifKRmU6WP
89,MALA,6ix9ine,6902529,2019-01-11--2019-01-18,global,0LQ1J0BCzA2qnAgp9MkkNE
90,Solo (feat. Demi Lovato),Clean Bandit,6887146,2019-01-11--2019-01-18,global,3NuK5xMlSlB6K2Qp16zf3h
91,YOSEMITE,Travis Scott,6874391,2019-01-11--2019-01-18,global,7lAK3oHbfEnvUQWosrMMpR
92,BAD!,XXXTENTACION,6827624,2019-01-11--2019-01-18,global,22An65gG31JLf9n18qjdhZ
93,Another One Bites The Dust - Remastered 2011,Queen,6816574,2019-01-11--2019-01-18,global,5vdp5UmvTsnMEMESIF2Ym7
94,IDGAF,Dua Lipa,6787896,2019-01-11--2019-01-18,global,76cy1WJvNGJTj78UqeA5zr
95,BEBE,6ix9ine,6764451,2019-01-11--2019-01-18,global,4KkUjFkcQvGvWekl8RATDn
96,No Stylist,French Montana,6701673,2019-01-11--2019-01-18,global,04MLEeAMuV9IlHEsD8vF6A
97,Armed And Dangerous,Juice WRLD,6686664,2019-01-11--2019-01-18,global,5wujBwqG7INdStqGd4tRMX
98,Perfect,Ed Sheeran,6634648,2019-01-11--2019-01-18,global,0tgVpDi06FyKpA1z0VMD4v
99,Don't Stop Me Now - Remastered,Queen,6579756,2019-01-11--2019-01-18,global,5T8EDUDqKcs6OSOwEsfqG7
100,I Like Me Better,Lauv,6496404,2019-01-11--2019-01-18,global,2P91MQbaiQOfbiz9VqhqKQ
101,Te Boté - Remix,Nio Garcia,6479114,2019-01-11--2019-01-18,global,3V8UKqhEK5zBkBb6d6ub8i
102,Havana (feat. Young Thug),Camila Cabello,6449413,2019-01-11--2019-01-18,global,1rfofaqEpACxVEHIZBJe6W
103,Falling Down - Bonus Track,Lil Peep,6377858,2019-01-11--2019-01-18,global,4jvjzW7Hm0yK4LvvE0Paz9
104,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,6367254,2019-01-11--2019-01-18,global,1KVczjazCcCCgM3gXXUl47
105,Shotgun,George Ezra,6262760,2019-01-11--2019-01-18,global,4ofwffwvvnbSkrMSCKQDaC
106,Jenifer,Gabriel Diniz,6196720,2019-01-11--2019-01-18,global,5ixqGGFu0hdHfErdp32QwT
107,Thunder,Imagine Dragons,6193070,2019-01-11--2019-01-18,global,1zB4vmk8tFRmM9UULNzbLB
108,Happy Now,Kygo,6186566,2019-01-11--2019-01-18,global,14sOS5L36385FJ3OL8hew4
109,FEFE,6ix9ine,6182719,2019-01-11--2019-01-18,global,4QIyEq7TcTdAcxjI2AFlAK
110,I Fall Apart,Post Malone,6182176,2019-01-11--2019-01-18,global,75ZvA4QfFiZvzhj2xkaWAh
111,I Love It (& Lil Pump),Kanye West,6178568,2019-01-11--2019-01-18,global,4S8d14HvHb70ImctNgVzQQ
112,Too Good At Goodbyes,Sam Smith,6175067,2019-01-11--2019-01-18,global,1mXVgsBdtIVeCLJnSnmtdV
113,changes,XXXTENTACION,6172956,2019-01-11--2019-01-18,global,7AFASza1mXqntmGtbxXprO
114,This Feeling,The Chainsmokers,6154904,2019-01-11--2019-01-18,global,4NBTZtAt1F13VvlSKe6KTl
115,breathin,Ariana Grande,6153020,2019-01-11--2019-01-18,global,4OafepJy2teCjYJbvFE60J
116,The Middle,Zedd,6152217,2019-01-11--2019-01-18,global,09IStsImFySgyp0pIQdqAc
117,Ya No Tiene Novio,Sebastian Yatra,6147043,2019-01-11--2019-01-18,global,7uQmJ1jgNzBpATSoWKSPFu
118,Rise,Jonas Blue,6138241,2019-01-11--2019-01-18,global,3KLygy1YWhmrQx0GRs7IOx
119,Splashin,Rich The Kid,6089051,2019-01-11--2019-01-18,global,79OEIr4J4FHV0O3KrhaXRb
120,Crushed Up,Future,5998233,2019-01-11--2019-01-18,global,7AYuSG1LoaaFVKjOxsB6Vh
121,Culpables,KAROL G,5995929,2019-01-11--2019-01-18,global,6q8Lb50EtqNeeJXXe8mMAH
122,Say You Won't Let Go,James Arthur,5923703,2019-01-11--2019-01-18,global,5uCax9HTNlzGybIStD3vDh
123,Best Part (feat. Daniel Caesar),H.E.R.,5884814,2019-01-11--2019-01-18,global,4OBZT9EnhYIV17t4pGw7ig
124,New Rules,Dua Lipa,5826803,2019-01-11--2019-01-18,global,2xJCMIJfcNYDc5iR0sAm2O
125,Space Cadet (feat. Gunna),Metro Boomin,5820406,2019-01-11--2019-01-18,global,1fewSx2d5KIZ04wsooEBOz
126,Nights Like This (feat. Ty Dolla $ign),Kehlani,5817640,2019-01-11--2019-01-18,global,7e4KQkp5ZR1gXCAalRjX6B
127,Electricity (with Dua Lipa),Silk City,5780559,2019-01-11--2019-01-18,global,5N4erncE7kuUccm7zEmwzk
128,FRIENDS,Marshmello,5779792,2019-01-11--2019-01-18,global,08bNPGLD8AhKpnnERrAc6G
129,SOLO,JENNIE,5728877,2019-01-11--2019-01-18,global,2wVDWtLKXunswWecARNILj
130,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,5684187,2019-01-11--2019-01-18,global,4hQ6UGyWQIGJmHSo0J88JW
131,Fuck Love (feat. Trippie Redd),XXXTENTACION,5645351,2019-01-11--2019-01-18,global,7AQim7LbvFVZJE3O8TYgf2
132,Under Pressure - Remastered,Queen,5634146,2019-01-11--2019-01-18,global,2fuCquhmrzHpu5xcA1ci9x
133,Undecided,Chris Brown,5562952,2019-01-11--2019-01-18,global,7uiBocndm12aKbsdnQ3Scx
134,Créeme,KAROL G,5543692,2019-01-11--2019-01-18,global,1mT47pKLXUwPYGwB91GcNz
135,Look Alive (feat. Drake),BlocBoy JB,5532858,2019-01-11--2019-01-18,global,4qKcDkK6siZ7Jp1Jb4m0aL
136,I'm a Mess,Bebe Rexha,5520089,2019-01-11--2019-01-18,global,04ZTP5KsCypmtCmQg5tH9R
137,God is a woman,Ariana Grande,5514231,2019-01-11--2019-01-18,global,5OCJzvD7sykQEKHH7qAC3C
138,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,5506577,2019-01-11--2019-01-18,global,4e4fqjx0Izh4svvTef1z7e
139,Te Vi,Piso 21,5487998,2019-01-11--2019-01-18,global,059bcIhyc2SBwm6sw2AZzd
140,XO Tour Llif3,Lil Uzi Vert,5465803,2019-01-11--2019-01-18,global,7GX5flRQZVHRAGd6B4TmDO
141,Amigos Con Derechos,Reik,5455344,2019-01-11--2019-01-18,global,2zDj4WjbNDmrRL6Z4YjjCA
142,Trampoline,SHAED,5446427,2019-01-11--2019-01-18,global,0lsRatBUs9HNIZAmoGABzk
143,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,5406674,2019-01-11--2019-01-18,global,4Uy3kNxW2kB8AEoXljEcth
144,Congratulations,Post Malone,5354529,2019-01-11--2019-01-18,global,3a1lNhkSLSkpJE4MSHpDu9
145,Always Remember Us This Way,Lady Gaga,5342998,2019-01-11--2019-01-18,global,2rbDhOo9Fh61Bbu23T2qCk
146,Woman Like Me (feat. Nicki Minaj),Little Mix,5339513,2019-01-11--2019-01-18,global,222B3aljXx6fFwKmFjuBED
147,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,5336006,2019-01-11--2019-01-18,global,1wJRveJZLSb1rjhnUHQiv6
148,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,5324470,2019-01-11--2019-01-18,global,74lnM5V6ecvoTPV0fvptx9
149,Noticed,Lil Mosey,5308399,2019-01-11--2019-01-18,global,6JQvHMSaR8flFsN53ypOfP
150,Love Lies (with Normani),Khalid,5300878,2019-01-11--2019-01-18,global,45Egmo7icyopuzJN0oMEdk
151,Somebody To Love - Remastered 2011,Queen,5298480,2019-01-11--2019-01-18,global,6cFZ4PLC19taNlpl9pbGMf
152,bellyache,Billie Eilish,5254961,2019-01-11--2019-01-18,global,51NFxnQvaosfDDutk0tams
153,Thunderclouds,Sia,5221994,2019-01-11--2019-01-18,global,2c7GlMNmF7pbohjykutmLP
154,WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,5155090,2019-01-11--2019-01-18,global,7tGEAA1f8MydT7eVbbO9Zy
155,Let Me Down Slowly,Alec Benjamin,5129012,2019-01-11--2019-01-18,global,2qxmye6gAegTMjLKEBoR3d
156,Fine China,Future,5125821,2019-01-11--2019-01-18,global,5274I4mUMnYczyeXkGDWZN
157,ocean eyes,Billie Eilish,5098644,2019-01-11--2019-01-18,global,2uIX8YMNjGMD7441kqyyNU
158,Asesina - Remix,Brytiago,5098464,2019-01-11--2019-01-18,global,59PYgzOiOjGDzjDT5N5oOX
159,Closer,The Chainsmokers,5074196,2019-01-11--2019-01-18,global,7BKLCZ1jbUBVqRi2FVlTVw
160,Jackie Chan,Tiësto,5038907,2019-01-11--2019-01-18,global,4kWO6O1BUXcZmaxitpVUwp
161,In My Blood,Shawn Mendes,5014064,2019-01-11--2019-01-18,global,2QZ7WLBE8h2y1Y5Fb8RYbH
162,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,4948455,2019-01-11--2019-01-18,global,7ycWLEP1GsNjVvcjawXz3z
163,Thinking out Loud,Ed Sheeran,4936097,2019-01-11--2019-01-18,global,1Slwb6dOYkBlWal1PGtnNg
164,Atrasadinha - Ao Vivo,Felipe Araújo,4919421,2019-01-11--2019-01-18,global,5EKHbW7mXcAR4hCyS3YXjb
165,PPP,Kevin Roldan,4915487,2019-01-11--2019-01-18,global,1DcxnVNFAyVl2sDQ646pXS
166,These Days,Rudimental,4914745,2019-01-11--2019-01-18,global,5CLGzJsGqhCEECcpnFQA8x
167,Lucky You (feat. Joyner Lucas),Eminem,4910436,2019-01-11--2019-01-18,global,60SdxE8apGAxMiRrpbmLY0
168,Someone You Loved,Lewis Capaldi,4887346,2019-01-11--2019-01-18,global,2TIlqbIneP0ZY1O0EzYLlc
169,Nice For What,Drake,4832010,2019-01-11--2019-01-18,global,3CA9pLiwRIGtUBiMjbZmRw
170,Calling My Spirit,Kodak Black,4803685,2019-01-11--2019-01-18,global,2MShy1GSSgbmGUxADNIao5
171,Yes Indeed,Lil Baby,4761754,2019-01-11--2019-01-18,global,6vN77lE9LK6HP2DewaN6HZ
172,Photograph,Ed Sheeran,4727915,2019-01-11--2019-01-18,global,6fxVffaTuwjgEk5h9QyRjy
173,Everybody Dies In Their Nightmares,XXXTENTACION,4712639,2019-01-11--2019-01-18,global,3GVkPk8mqxz0itaAriG1L7
174,goosebumps,Travis Scott,4663320,2019-01-11--2019-01-18,global,6gBFPUFcJLzWGx4lenP6h2
175,Ric Flair Drip (& Metro Boomin),Offset,4636999,2019-01-11--2019-01-18,global,7sO5G9EABYOXQKNPNiE9NR
176,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,4629973,2019-01-11--2019-01-18,global,1PfUKiMDKIlPEF9FfdJawc
177,HUMBLE.,Kendrick Lamar,4619934,2019-01-11--2019-01-18,global,7KXjTSCq5nL1LoYtL7XAwS
178,Africa,TOTO,4605749,2019-01-11--2019-01-18,global,2374M0fQpWi3dLnB54qaLX
179,Sin Pijama,Becky G,4599014,2019-01-11--2019-01-18,global,2ijef6ni2amuunRoKTlgww
180,Project Dreams,Marshmello,4598019,2019-01-11--2019-01-18,global,0PowxVSTY2uh1CPc8EPKyX
181,Mala Mía,Maluma,4594394,2019-01-11--2019-01-18,global,62o8KoI44JfN7aYxgTnPvh
182,Mine,Bazzi,4580473,2019-01-11--2019-01-18,global,7uzmGiiJyRfuViKKK3lVmR
183,Ibiza,Ozuna,4559773,2019-01-11--2019-01-18,global,1h9P5WJwyvK8OB7O2YiXgp
184,Wonderwall - Remastered,Oasis,4553091,2019-01-11--2019-01-18,global,5qqabIl2vWzo9ApSC317sa
185,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4543464,2019-01-11--2019-01-18,global,5Gu0PDLN4YJeW75PpBSg9p
186,Agora é Tudo Meu,Dennis DJ,4532933,2019-01-11--2019-01-18,global,5yH8pYxNckOU1cxfPsMIaz
187,Happier,Ed Sheeran,4516997,2019-01-11--2019-01-18,global,2RttW7RAu5nOAfq6YFvApB
188,Wolves,Selena Gomez,4509605,2019-01-11--2019-01-18,global,0tBbt8CrmxbjRP0pueQkyU
189,I'm Yours,Jason Mraz,4508828,2019-01-11--2019-01-18,global,3S0OXQeoh0w6AY8WQVckRW
190,Sola,Manuel Turizo,4503413,2019-01-11--2019-01-18,global,675w3ACw5xZR3ODhUJlEVN
191,All The Stars (with SZA),Kendrick Lamar,4491177,2019-01-11--2019-01-18,global,3GCdLUSnKSMJhs4Tj6CV3s
192,Young Dumb & Broke,Khalid,4470319,2019-01-11--2019-01-18,global,5Z3GHaZ6ec9bsiI5BenrbY
193,Benzema,Capital Bra,4458789,2019-01-11--2019-01-18,global,7KPGeiXWDsGEvFK62wzU8E
194,What Lovers Do,Maroon 5,4440425,2019-01-11--2019-01-18,global,0WdGQhoAP2LBsqr5Jhit2g
195,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,4432977,2019-01-11--2019-01-18,global,6wWaVoUOzLQJHd3bWAUpdZ
196,We Will Rock You - Remastered,Queen,4405033,2019-01-11--2019-01-18,global,4pbJqGIASGPr0ZpGpnWkDn
197,No Es Justo,J Balvin,4387910,2019-01-11--2019-01-18,global,5qFeMRz4TvetPmzjre9Dq7
198,Puntos Suspensivos,Piso 21,4366454,2019-01-11--2019-01-18,global,04cd1MHVq1D8v1nuTZoCdv
199,Rewrite The Stars,Zac Efron,4315717,2019-01-11--2019-01-18,global,630sXRhIcfwr2e4RdNtjKN
200,Something Just Like This,The Chainsmokers,4315233,2019-01-11--2019-01-18,global,6RUKPb4LETWmmr3iAEQktW
1,7 rings,Ariana Grande,71467874,2019-01-18--2019-01-25,global,14msK75pk3pA33pzPVNtBF
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,33799389,2019-01-18--2019-01-25,global,3KkXRkHbMCARz0aVfEt68P
3,Wow.,Post Malone,31165644,2019-01-18--2019-01-25,global,6MWtB6iiXyIwun0YzU6DFP
4,"thank u, next",Ariana Grande,27672341,2019-01-18--2019-01-25,global,2rPE9A1vEgShuZxxzR2tZH
5,Without Me,Halsey,27576694,2019-01-18--2019-01-25,global,5p7ujcrUXASCNwRaWNHR1C
6,Calma - Remix,Pedro Capó,23772814,2019-01-18--2019-01-25,global,5iwz1NiezX7WWjnCgY5TH4
7,Dancing With A Stranger (with Normani),Sam Smith,22238899,2019-01-18--2019-01-25,global,6Qs4SXO9dwPj5GKvVOv8Ki
8,Sweet but Psycho,Ava Max,21711506,2019-01-18--2019-01-25,global,25sgk305KZfyuqVBQIahim
9,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,21435790,2019-01-18--2019-01-25,global,4w8niZpiMy6qz1mntFA5uM
10,MIA (feat. Drake),Bad Bunny,19597964,2019-01-18--2019-01-25,global,116H0KvKr2Zl4RPuVBruDO
11,High Hopes,Panic! At The Disco,18891709,2019-01-18--2019-01-25,global,1rqqCSm0Qe4I9rUvWncaom
12,Happier,Marshmello,18135105,2019-01-18--2019-01-25,global,2dpaYNEQHiRxtZbfNsse99
13,Adan y Eva,Paulo Londra,17547601,2019-01-18--2019-01-25,global,6FyRXC8tJUh863JCkyWqtk
14,SICKO MODE,Travis Scott,17280171,2019-01-18--2019-01-25,global,2xLMifQCjDGFmkHkpNLD9h
15,Going Bad (feat. Drake),Meek Mill,17174274,2019-01-18--2019-01-25,global,2IRZnDFmlqMuOrYOLnZZyc
16,Shallow,Lady Gaga,16829254,2019-01-18--2019-01-25,global,2VxeLyX666F8uXCJ0dZF8B
17,Lost in the Fire,Gesaffelstein,15898519,2019-01-18--2019-01-25,global,7wFybC8jBH3zE139OpCtpG
18,Secreto,Anuel AA,15649853,2019-01-18--2019-01-25,global,5W83ErFkO3aKAIS1WMi6u0
19,ZEZE,Kodak Black,15564793,2019-01-18--2019-01-25,global,0FZ4Dmg8jJJAPJnvBIzD9z
20,Saturday Nights,Khalid,14560398,2019-01-18--2019-01-25,global,5kfNriitmkNE8mUbZ7gbq8
21,Eastside (with Halsey & Khalid),benny blanco,14028996,2019-01-18--2019-01-25,global,7FGq80cy8juXBCD2nrqdWU
22,Drip Too Hard (Lil Baby & Gunna),Lil Baby,13585875,2019-01-18--2019-01-25,global,78QR3Wp35dqAhFEc2qAGjE
23,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,13523043,2019-01-18--2019-01-25,global,5JEx7HbmvHQQswJCsoo9rA
24,Look Back at It,A Boogie Wit da Hoodie,13473222,2019-01-18--2019-01-25,global,3Ol2xnObFdKV9pmRD2t9x8
25,Giant (with Rag'n'Bone Man),Calvin Harris,13432564,2019-01-18--2019-01-25,global,5itOtNx0WxtJmi1TQ3RuRd
26,Mo Bamba,Sheck Wes,13264212,2019-01-18--2019-01-25,global,1xzBco0xcoJEDXktl7Jxrr
27,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,12917943,2019-01-18--2019-01-25,global,27rdGxbavYJeBphck5MZAF
28,when the party's over,Billie Eilish,12787942,2019-01-18--2019-01-25,global,14JzyD6FlBD5z0wV5P07YI
29,Better Now,Post Malone,12225139,2019-01-18--2019-01-25,global,7dt6x5M1jzdTEt8oCbisTK
30,Be Alright,Dean Lewis,11967642,2019-01-18--2019-01-25,global,3EPXxR3ImUwfayaurPi3cm
